postal_code;municipality;rent;size
00810;Helsinki;1434;83
70460;Kuopio;665;61.5
00810;Helsinki;1434;83
20540;Turku;495;41
01300;Vantaa;965;62.5
01300;Vantaa;824;45
01350;Vantaa;1139;69.5
26100;Rauma;420;32
00990;Helsinki;1408;81.5
00320;Helsinki;950;55
01200;Vantaa;620;33
26100;Rauma;850;84
00930;Helsinki;982;57
00100;Helsinki;1890;110
15110;Lahti;853.55;84.5
70840;Kuopio;826;58
70840;Kuopio;826;58
02200;Espoo;1895;128.5
65100;Vaasa;510;36
01520;Vantaa;970;56.5
00930;Helsinki;824;48
40520;Jyväskylä;797;55.5
20100;Turku;990;72.5
90230;Oulu;510;43
02760;Espoo;912;52
87200;Kajaani;415;31.5
15170;Lahti;770;74.5
48100;Kotka;666;44
90130;Oulu;650;60
10600;Raasepori;650;60
00990;Helsinki;1063;62
00810;Helsinki;1380;80.5
28100;Pori;815;80
01710;Vantaa;700;40
02200;Espoo;911.2;52
15860;Hollola;361;25
02610;Espoo;815;44.5
40500;Jyväskylä;711;48
01300;Vantaa;1199;74.5
33530;Tampere;620;40
33480;Ylöjärvi;620;40
15870;Hollola;790;55
04600;Mäntsälä;648;42.5
04130;Sipoo;1300;139
03100;Vihti;1050;78
05880;Hyvinkää;620;56.5
70100;Kuopio;744.01;51
20100;Turku;690;65
40320;Jyväskylä;727;49.5
00910;Helsinki;1283;75
02200;Espoo;1895;129
02330;Espoo;979.94;57.5
70840;Kuopio;925;67
00370;Helsinki;872;51
20320;Turku;964.6;70.5
20320;Turku;964.6;70.5
40100;Jyväskylä;970;71
01510;Vantaa;890;50.5
00700;Helsinki;1222;71.5
15870;Hollola;851;60.5
02620;Espoo;1344;86
70910;Siilinjärvi;1100;82.5
20320;Turku;641.5;42
00700;Helsinki;1187;69.5
45100;Kouvola;500;42
90120;Oulu;500;42
00840;Helsinki;904;53
00940;Helsinki;955;56
12400;Janakkala;360;25
26100;Rauma;471;38.5
90220;Oulu;804;79
01300;Vantaa;1183;73.5
40520;Jyväskylä;1082;81
00940;Helsinki;955;56
70600;Kuopio;720;49
20700;Turku;590;53
01620;Vantaa;2990;215
02760;Espoo;971.78;57
33700;Tampere;890;75.5
20100;Turku;810;57
20100;Turku;810;57
60100;Seinäjoki;680;45.5
15500;Lahti;565;50
00940;Helsinki;955;56
00940;Helsinki;955;56
15870;Hollola;610;55.5
20100;Turku;720;58
33410;Tampere;657;43.5
33720;Tampere;663;62
01520;Vantaa;1015;60.5
90100;Oulu;950;69.5
00940;Helsinki;955;56
00500;Helsinki;1040;61
90250;Oulu;560;49.5
94400;Keminmaa;400;30
13720;Hattula;400;30
02610;Espoo;772;41.5
02610;Espoo;772;41.5
40340;Jyväskylä;719.4;69
02650;Espoo;969;57
33100;Tampere;580;52
02230;Espoo;1280.96;81.5
33400;Tampere;793;78
33400;Tampere;793;78
33900;Tampere;1050;78.5
40900;Jyväskylä;420;32.5
40900;Jyväskylä;420;32.5
02200;Espoo;1102.28;67.5
33100;Tampere;740;51
15170;Lahti;760;74
33720;Tampere;785;55
33720;Tampere;785;55
02230;Espoo;1216.47;76.5
20100;Turku;940;81
15870;Hollola;600;54.5
01510;Vantaa;929.93;54
01670;Vantaa;1585;105.5
67100;Kokkola;780;76.5
00920;Helsinki;1116;65.5
02620;Espoo;1349;87
02760;Espoo;853;48
02760;Espoo;853;48
33900;Tampere;711;48.5
70840;Kuopio;936;68.5
00700;Helsinki;1216;71.5
01280;Vantaa;1150;79.5
33710;Tampere;716.38;49
28100;Pori;750;52
01520;Vantaa;928.07;54
20100;Turku;660;62
00560;Helsinki;1760;103.5
00880;Helsinki;1275;75
15870;Hollola;738;51
01520;Vantaa;1150;71.5
26100;Rauma;950;97.5
20500;Turku;570;51
90130;Oulu;570;51
01300;Vantaa;1188;74.5
02200;Espoo;915;53
02490;Siuntio;627;58
06150;Porvoo;774;76
02200;Espoo;902;52
00880;Helsinki;1266.5;74.5
94100;Kemi;390;29
02120;Espoo;790;36
20500;Turku;790;78
90500;Oulu;643;60
33410;Tampere;651;61
33410;Tampere;651;61
00990;Helsinki;1003;59
33410;Tampere;636;42
00880;Helsinki;977.5;57.5
00880;Helsinki;977.5;57.5
00880;Helsinki;952;56
87200;Kajaani;410;31.5
01350;Vantaa;1522;101
15700;Lahti;773;76
94100;Kemi;520;45
02230;Espoo;951;56
20320;Turku;1279.95;99.5
20100;Turku;725;50
70840;Kuopio;725;50
26100;Rauma;695;66.5
00640;Helsinki;850;50
45160;Kouvola;430;34
33710;Tampere;756;74
70340;Kuopio;580.74;52.5
70840;Kuopio;680;46
70840;Kuopio;680;46
26660;Rauma;650;61
50160;Mikkeli;650;61
01520;Vantaa;824;46
01300;Vantaa;1172;73.5
02330;Espoo;830;46.5
90500;Oulu;560;50
02200;Espoo;950;56
20100;Turku;825;59
40420;Jyväskylä;445;30
40250;Jyväskylä;637.25;59.5
02330;Espoo;1215;77
15870;Hollola;791;56
33720;Tampere;645;60.5
53500;Lappeenranta;649;61
13210;Hämeenlinna;595;38.5
01300;Vantaa;1164;73
33720;Tampere;690;47
90120;Oulu;600;55
00700;Helsinki;840;49.5
00940;Helsinki;950;56
15870;Hollola;779;55
00700;Helsinki;1373;81
90220;Oulu;746;73
90220;Oulu;746;73
33100;Tampere;695;47.5
20100;Turku;790;56
02200;Espoo;1093.44;67.5
02200;Espoo;1093.44;67.5
01520;Vantaa;1232;78.5
15140;Lahti;650;43.5
33720;Tampere;460;26.5
26100;Rauma;400;30.5
00990;Helsinki;1600;94.5
02230;Espoo;903;52.5
20810;Turku;750;52.5
20100;Turku;800;57
02230;Espoo;827;46.5
70300;Kuopio;733;51
00990;Helsinki;1134.23;67
04250;Kerava;654.76;44
33330;Tampere;740.52;72.5
90400;Oulu;995;74.5
90400;Oulu;995;74.5
25500;Salo;850;86
33710;Tampere;759;63
33270;Tampere;716;49.5
02360;Espoo;1083;74.5
01300;Vantaa;1110;69
67100;Kokkola;660;44.5
67100;Kokkola;660;44.5
02360;Espoo;2200;155.5
02100;Espoo;859;41
53900;Lappeenranta;1100;84
40100;Jyväskylä;916;67.5
00930;Helsinki;1007;59.5
90100;Oulu;760;75
33720;Tampere;654;44
15140;Lahti;693;47.5
33270;Tampere;732;51
40340;Jyväskylä;808.5;81
01350;Vantaa;1046;64
01350;Vantaa;1046;64
01350;Vantaa;1046;64
01350;Vantaa;1046;64
70840;Kuopio;910;67
00910;Helsinki;1370;81
00400;Helsinki;895;53
10600;Raasepori;800;80
00320;Helsinki;850;50.5
01200;Vantaa;1150;80.5
28130;Pori;403;31
33400;Tampere;650;61.5
26100;Rauma;620;41
01600;Vantaa;850;48.5
01300;Vantaa;1177;74.5
90420;Oulu;475;28
90420;Oulu;475;28
90250;Oulu;597;55
70700;Kuopio;820;59
00810;Helsinki;1392;83
40400;Jyväskylä;775;77
40400;Jyväskylä;775;77
40400;Jyväskylä;775;77
01520;Vantaa;900;52.5
20320;Turku;435;35
20320;Turku;1136.85;87.5
02230;Espoo;975.01;58.5
20100;Turku;560;50.5
26100;Rauma;5000;435
33900;Tampere;708.01;49
26100;Rauma;750;74
50100;Mikkeli;750;74
28100;Pori;681;65.5
38700;Kankaanpää;390;29.5
01520;Vantaa;1200;76.5
00790;Helsinki;939;56
90250;Oulu;410;32
40100;Jyväskylä;1296.05;102
90100;Oulu;935;69.5
33900;Tampere;835;60.5
20100;Turku;765;64
65100;Vaasa;585;38
00210;Helsinki;486;29
33720;Tampere;640;60.5
20520;Turku;596;39
00580;Helsinki;1181.41;70.5
00320;Helsinki;820;49
01300;Vantaa;1161;73.5
20100;Turku;450;37
03600;Karkkila;793;79.5
02700;Kauniainen;1390;102
36200;Kangasala;1200;130
02760;Espoo;1273;82.5
02200;Espoo;897;52.5
02200;Espoo;951;47.5
20540;Turku;490;42
20100;Turku;684;47
02230;Espoo;878;51
02620;Espoo;1329;87
01350;Vantaa;1141;72
70340;Kuopio;594.57;55
20540;Turku;728;51
02200;Espoo;871.42;50.5
33710;Tampere;921;95.5
02760;Espoo;934;55.5
20100;Turku;530;47
90570;Oulu;556;35.5
00810;Helsinki;1580;94.5
40100;Jyväskylä;927;69
40100;Jyväskylä;927;69
33330;Tampere;735.08;72.5
48700;Kotka;350;24.7
40100;Jyväskylä;672;46
37100;Nokia;780;78.1
15140;Lahti;838;61
20300;Turku;694;48
20500;Turku;795;80
65350;Vaasa;799;80.5
08100;Lohja;799;80.5
08100;Lohja;799;80.5
00900;Helsinki;1212;72.5
00360;Helsinki;1300;78
33720;Tampere;650;62
40520;Jyväskylä;1027.96;92
33720;Tampere;843;61.5
01300;Vantaa;845;48.5
01300;Vantaa;920;54.5
01300;Vantaa;920;54.5
28100;Pori;895;78
27430;Eura;1100;118
02330;Espoo;2700;197
02330;Espoo;3500;220
01700;Vantaa;1800;125
15100;Lahti;790;79.5
26100;Rauma;593;55
24100;Salo;400;31
95420;Tornio;400;31
26100;Rauma;400;31
00770;Helsinki;600;36
40520;Jyväskylä;654;44.5
33410;Tampere;641;61
28130;Pori;770;55
90140;Oulu;560;36
01510;Vantaa;875;51
01300;Vantaa;1162;74
02740;Espoo;750;41
33900;Tampere;720;50.5
01610;Vantaa;670;39
00900;Helsinki;1240;74.5
00970;Helsinki;913;55
40530;Jyväskylä;670;46
01200;Vantaa;1140;80.5
00820;Helsinki;854;51.5
40500;Jyväskylä;692;48
02610;Espoo;868;50.5
02610;Espoo;868;50.5
15870;Hollola;830;60.5
02610;Espoo;793;44.5
02610;Espoo;793;44.5
20100;Turku;580;53.5
26100;Rauma;600;56
15870;Hollola;780;56
01300;Vantaa;824;47
33720;Tampere;620;58.5
33720;Tampere;620;58.5
33720;Tampere;620;58.5
96100;Rovaniemi;1155;90
02600;Espoo;948.5;57
20520;Turku;708;49.5
40620;Jyväskylä;730;51.5
01600;Vantaa;867;50.5
90100;Oulu;928;69.5
01350;Vantaa;1122;71
02320;Espoo;960;58
15870;Hollola;768;55
20320;Turku;1093.13;84.5
20320;Turku;1093.13;84.5
20100;Turku;790;57
65200;Vaasa;674;46.5
70460;Kuopio;695;68
00550;Helsinki;1660;100.5
70280;Kuopio;759;76
70280;Kuopio;759;76
40520;Jyväskylä;551;42
02200;Espoo;884.51;52
04600;Mäntsälä;690;48
33400;Tampere;690;48
02620;Espoo;1063;74
33270;Tampere;895;78.5
33720;Tampere;838;61.5
33720;Tampere;849;62.5
33720;Tampere;849;62.5
02360;Espoo;3500;290
71800;Siilinjärvi;950;100
15500;Lahti;850;87.5
15520;Lahti;750;75
90500;Oulu;630;60
20540;Turku;550;50
93600;Kuusamo;450;37.5
90560;Oulu;390;30
94100;Kemi;350;25
20100;Turku;965;86
00810;Helsinki;989;60
00900;Helsinki;1308;79.5
33180;Tampere;744;53
90130;Oulu;634;43
65230;Vaasa;869.4;90
01280;Vantaa;920;55
02230;Espoo;870;51
02600;Espoo;932;56
67100;Kokkola;650;44.5
33410;Tampere;639;43.5
02750;Espoo;913;54.5
53300;Lappeenranta;525;47
02330;Espoo;869;51
20500;Turku;600;40
08100;Lohja;792;80.5
02740;Espoo;782;44
33400;Tampere;772;78
70780;Kuopio;764;77
60150;Seinäjoki;760;76.5
33720;Tampere;740;74
33710;Tampere;895.34;93.5
02320;Espoo;955;58
01400;Vantaa;1537;105
20500;Turku;720;51
21110;Naantali;580;54
04200;Kerava;1081.5;84
70840;Kuopio;665;46
15140;Lahti;1092.4;85
33580;Tampere;780;56.5
40520;Jyväskylä;758;54.5
04430;Järvenpää;851;63
13500;Hämeenlinna;930;98
33720;Tampere;796;58
04200;Kerava;900;67.5
02620;Espoo;1479;111.5
20520;Turku;719;51
53100;Lappeenranta;784.63;57
20520;Turku;595;56
02360;Espoo;947;57.5
20320;Turku;888;66.5
33540;Tampere;980.76;75
70820;Kuopio;1100;101
00420;Helsinki;945.26;57.5
01300;Vantaa;909;54.5
01300;Vantaa;909;54.5
70780;Kuopio;650;63
02230;Espoo;989;61
02330;Espoo;989;61
02330;Espoo;989;61
02330;Espoo;989;61
90120;Oulu;626;60
20700;Turku;685;48
00240;Helsinki;1290;78.5
33560;Tampere;610;58
26100;Rauma;598;56.5
33470;Ylöjärvi;745;75
60100;Seinäjoki;725;72.5
00970;Helsinki;903;55
26100;Rauma;750;54
15140;Lahti;668;46.5
26100;Rauma;673;66
02760;Espoo;846;49.5
01360;Vantaa;595;33
02610;Espoo;1185;77
15500;Lahti;641;62
01300;Vantaa;1080;68.5
02280;Espoo;1690;118
15300;Lahti;640.2;44
02330;Espoo;1098;70
40100;Jyväskylä;1131;89
15870;Hollola;771;56
02320;Espoo;950;58
00520;Helsinki;1920;117
33900;Tampere;700;49.5
37630;Valkeakoski;696;69
02760;Espoo;1110;71
15870;Hollola;847;63
37100;Nokia;675.96;66.5
40100;Jyväskylä;912.18;69
90250;Oulu;878;92
00700;Helsinki;1050;64
15500;Lahti;648;63
02320;Espoo;840;55
33850;Tampere;850;88.5
00740;Helsinki;820;50
20810;Turku;890;67
90420;Oulu;465;28
02600;Espoo;832;48.5
01600;Vantaa;832;48.5
02650;Espoo;1109;71
40520;Jyväskylä;830;61.5
40100;Jyväskylä;1026.09;79.5
02730;Espoo;2500;184
10640;Raasepori;830;86
02320;Espoo;955;58.5
06400;Porvoo;620;59.5
24240;Salo;620;59.5
20610;Turku;612;58.5
90400;Oulu;650;45
33960;Pirkkala;817.81;84.5
28100;Pori;695;69
02230;Espoo;750;47
90550;Oulu;390;30.5
90580;Oulu;390;30.5
20300;Turku;829;61.5
60200;Seinäjoki;595;40
90120;Oulu;682;48
01300;Vantaa;880;52.5
00810;Helsinki;999;61
15140;Lahti;681.71;48
33720;Tampere;600;48
02230;Espoo;947;58
00980;Helsinki;1200;73.5
53100;Lappeenranta;719.44;51.5
02200;Espoo;959;59
33470;Ylöjärvi;665;46.5
11120;Riihimäki;500;44.5
20740;Turku;595;47.5
02360;Espoo;1450;99
48100;Kotka;480;42
20100;Turku;953;86
01900;Nurmijärvi;1050;82
13130;Hämeenlinna;1050;82
90130;Oulu;697;49.5
15700;Lahti;490.57;30.5
15140;Lahti;385;30
65280;Vaasa;800;59
20240;Turku;460;39.5
00390;Helsinki;1411;86.5
00810;Helsinki;995;61
00960;Helsinki;840;51.5
33710;Tampere;740;75
02620;Espoo;1048;74
40340;Jyväskylä;732;74
70820;Kuopio;566;44.5
40530;Jyväskylä;604;41
04310;Tuusula;972.84;75
15610;Lahti;810;60
02610;Espoo;822;48
26100;Rauma;620;42.5
33560;Tampere;709.75;60
33720;Tampere;636.72;62
20810;Turku;815;60.5
00850;Helsinki;1695;104
00170;Helsinki;2000;123
33710;Tampere;609;58.5
02320;Espoo;950;58.5
02650;Espoo;1103;71
15110;Lahti;790;81.5
00950;Helsinki;1950;120
02760;Espoo;741.56;41.5
15800;Lahti;695;49.5
00390;Helsinki;1216.86;75
90650;Oulu;250;13
02110;Espoo;890;60
02280;Espoo;1499;103.5
02940;Espoo;1450;99.5
90570;Oulu;543;35.5
00320;Helsinki;1525;94
01300;Vantaa;979;61
55610;Imatra;411;33.5
94100;Kemi;640;44.5
28600;Pori;2300;198
20780;Kaarina;785.9;58
65320;Vaasa;975;75.5
02660;Espoo;850;50.5
33340;Tampere;768.49;79
02230;Espoo;978;61
26100;Rauma;450;38.5
40100;Jyväskylä;882.51;67
00720;Helsinki;850;52.5
00200;Helsinki;1034.23;64
33720;Tampere;842.74;88.5
15500;Lahti;768.08;79
33700;Tampere;985;90
70150;Kuopio;670;56
01300;Vantaa;898;54.5
01300;Vantaa;898;54.5
33900;Tampere;758;55.5
00630;Helsinki;980;61
00910;Helsinki;835;52
90100;Oulu;650;64
15950;Lahti;540;50
21200;Raisio;430;36
33900;Tampere;639;44.5
28130;Pori;320;22
02740;Espoo;739;41.5
15870;Hollola;763;56
00610;Helsinki;850;53
33900;Tampere;940.91;72.5
20500;Turku;1000.19;78
00820;Helsinki;800;50
90500;Oulu;618;60
37630;Valkeakoski;822;86
37630;Valkeakoski;822;86
40100;Jyväskylä;972.95;75.5
90100;Oulu;660;46.5
00750;Helsinki;1239;77.5
00810;Helsinki;1222;76.5
20100;Turku;1550;129
21260;Raisio;610;59
15140;Lahti;730;53
90530;Oulu;525;34
00630;Helsinki;1180;74
03600;Karkkila;900;96
33900;Tampere;1085.7;86
90230;Oulu;249;13
01300;Vantaa;805;47
90100;Oulu;790;82
90100;Oulu;790;82
33560;Tampere;859;65
05880;Hyvinkää;590;56.5
05880;Hyvinkää;590;56.5
33470;Ylöjärvi;1150;92
33470;Ylöjärvi;1150;92
15300;Lahti;805;60
15300;Lahti;805;60
02620;Espoo;1041;74
37630;Valkeakoski;825;86.5
37630;Valkeakoski;825;86.5
37630;Valkeakoski;825;86.5
37630;Valkeakoski;825;86.5
33900;Tampere;600;41
36200;Kangasala;600;41
33100;Tampere;740;54
33720;Tampere;570;54
02200;Espoo;3750;289
00630;Helsinki;1180;74
90240;Oulu;465;34
90100;Oulu;515;47
00900;Helsinki;1235;77.5
21650;Parainen;695;70
33720;Tampere;843.73;89
15140;Lahti;804;60
28100;Pori;750;55
02750;Espoo;828;49
01200;Vantaa;1100;79.5
08700;Lohja;761;78.5
33720;Tampere;620;60.5
20100;Turku;530;49
40740;Jyväskylä;658;46.5
01510;Vantaa;1040;66.5
02650;Espoo;930.5;57.5
13200;Hämeenlinna;690;58.5
37100;Nokia;600;58
33220;Tampere;600;58
33410;Tampere;722;52.5
90500;Oulu;635;62.5
02230;Espoo;1045;67
33710;Tampere;942;73
60100;Seinäjoki;580;55.5
80230;Joensuu;680;57.5
15240;Lahti;700;50.5
70150;Kuopio;537;50
15700;Lahti;807.02;60.5
00390;Helsinki;1318.86;83
15200;Lahti;560;53
00910;Helsinki;1166;73.5
33560;Tampere;774.46;57.5
02610;Espoo;789;46
21650;Parainen;595;57.5
02230;Espoo;995;63
10900;Hanko;700;71
02320;Espoo;645;38.5
00520;Helsinki;1181;74.5
01300;Vantaa;970;61
26100;Rauma;575;55
55120;Imatra;419;35
01680;Vantaa;1545;108.5
40520;Jyväskylä;945;73.5
37100;Nokia;680;68.5
01600;Vantaa;1172;86.5
70340;Kuopio;950;74
00630;Helsinki;950;60
20810;Turku;725;53
90140;Oulu;650;46
00440;Helsinki;1171;74
00980;Helsinki;963.5;61
90120;Oulu;671;48
70910;Siilinjärvi;800;84
01300;Vantaa;890;54.5
28100;Pori;870;93
90120;Oulu;633.43;44.5
10600;Raasepori;540;42.5
02230;Espoo;1180;78.5
53100;Lappeenranta;708.21;51.5
20780;Kaarina;777.77;58
15200;Lahti;570;54.5
15140;Lahti;831.08;63
00980;Helsinki;963.5;61
33710;Tampere;938;73
40520;Jyväskylä;547.49;36.5
20810;Turku;954;74.5
40100;Jyväskylä;1103.74;88.5
01520;Vantaa;1421.18;98.5
60100;Seinäjoki;590;48
26100;Rauma;600;58.4
90250;Oulu;410;34
00950;Helsinki;979;62
00650;Helsinki;900;57
70100;Kuopio;696.49;50.5
02320;Espoo;862;58.5
40100;Jyväskylä;1006.07;79.5
15140;Lahti;701.57;51
33900;Tampere;749.42;55.5
33100;Tampere;647.94;46
20320;Turku;744;55
36240;Kangasala;1075;86
02110;Espoo;1222.64;69
01300;Vantaa;779;45.5
20700;Turku;669;48
60100;Seinäjoki;685;49.5
02230;Espoo;833;50
23500;Uusikaupunki;650;65
33310;Tampere;650;65
33100;Tampere;439.3;26.5
90100;Oulu;626;44
02330;Espoo;1490;116
15140;Lahti;849.93;65
40100;Jyväskylä;1004.34;79.5
33900;Tampere;775;58
53300;Lappeenranta;647;46
33400;Tampere;700.31;51
04430;Järvenpää;625.6;44
67100;Kokkola;820;87
21200;Raisio;1100;88.5
20750;Turku;440;38
48400;Kotka;780;69
90120;Oulu;626;62
90120;Oulu;626;62
08100;Lohja;1185;96.5
20810;Turku;801;60.5
70100;Kuopio;752.98;56
40530;Jyväskylä;593;41
15110;Lahti;610;60
00850;Helsinki;1798;114
20100;Turku;758;56.5
00940;Helsinki;890;56.5
00370;Helsinki;856;54.5
60120;Seinäjoki;560;45
90650;Oulu;630;44.5
26100;Rauma;722;74.5
17200;Asikkala;420;35.5
90650;Oulu;509;47
20810;Turku;731;54
40100;Jyväskylä;890.59;69
15700;Lahti;746.9;55.5
02230;Espoo;999;64
02650;Espoo;830.42;50
33400;Tampere;698.6;51
70910;Siilinjärvi;744.6;77.5
02750;Espoo;830;50
00710;Helsinki;620;39.5
40500;Jyväskylä;836;64
02110;Espoo;840;42.5
00930;Helsinki;925;59
48900;Kotka;850;77
02360;Espoo;967;61.5
20810;Turku;809;61.5
20810;Turku;878;68
00100;Helsinki;1450;92.5
24260;Salo;527;49.5
24260;Salo;527;49.5
33720;Tampere;720;74.5
02760;Espoo;954.49;60.5
33720;Tampere;798;60.5
11120;Riihimäki;550;52.5
11120;Riihimäki;600;59
90500;Oulu;600;59
11120;Riihimäki;600;59
20100;Turku;600;59
55120;Imatra;627;62.5
90530;Oulu;731;76
40530;Jyväskylä;580;40
20100;Turku;739;55
20700;Turku;617;43.5
00420;Helsinki;979;62.5
90530;Oulu;585;40.5
90530;Oulu;585;40.5
90100;Oulu;653.83;47
33900;Tampere;463;29
90500;Oulu;530;50
40520;Jyväskylä;934.65;73.5
15140;Lahti;580;56.5
33100;Tampere;505.17;33
33710;Tampere;929;73
02610;Espoo;827;50
02610;Espoo;827;50
37100;Nokia;770;58
78200;Varkaus;680;69.5
31460;Somero;1300;150
31460;Somero;1300;150
20100;Turku;738;55
13130;Hämeenlinna;886;69
90120;Oulu;575;47
07900;Loviisa;780;59
01300;Vantaa;862;53
02230;Espoo;1000;72
15140;Lahti;673.59;49
24240;Salo;602;59.5
01820;Nurmijärvi;499.02;32.5
02650;Espoo;1130;75.5
02230;Espoo;1088;72
02610;Espoo;849;52
53100;Lappeenranta;757.67;57
33580;Tampere;1450;122.5
60200;Seinäjoki;620;44
28130;Pori;390;32
15700;Lahti;773;58.5
15950;Lahti;605;60
20320;Turku;736;55
02600;Espoo;908;57
33710;Tampere;1042;84
01150;Sipoo;1100;89.5
20810;Turku;609;43
13210;Hämeenlinna;627.74;63
40100;Jyväskylä;703.86;52
14200;Janakkala;570;55.5
01370;Vantaa;1092;72.5
33900;Tampere;730;54.5
20360;Turku;589;58
15140;Lahti;682.44;50
67100;Kokkola;800;85.5
90560;Oulu;750;79
20360;Turku;750;79
00160;Helsinki;1900;121.5
96100;Rovaniemi;946;75
02620;Espoo;1262;96.5
40740;Jyväskylä;724.15;54
96440;Rovaniemi;485;44.5
96440;Rovaniemi;485;44.5
20320;Turku;787.31;60
33710;Tampere;650.23;47
60100;Seinäjoki;550;37.5
40340;Jyväskylä;711;74
53920;Lappeenranta;550;53
20750;Turku;435;38
04600;Mäntsälä;650;47
01610;Vantaa;1050;77
90120;Oulu;686.66;50.5
33710;Tampere;755;57
33710;Tampere;722;75.5
20810;Turku;718;53.5
33870;Tampere;560;38.5
94720;Kemi;515;48.5
20810;Turku;702;52
36200;Kangasala;400;33.5
13500;Hämeenlinna;633.44;64
33100;Tampere;943.8;75
00940;Helsinki;773;49.5
02940;Espoo;1196;81.5
02110;Espoo;965.7;52
01620;Vantaa;1054;77.5
02100;Espoo;773;51.5
02720;Espoo;1950;145
02610;Espoo;916;58
33580;Tampere;638.14;46
90550;Oulu;675;69.5
00160;Helsinki;1950;125
00790;Helsinki;873.38;56
28130;Pori;490;38
04430;Järvenpää;564.4;39
33710;Tampere;885;69.5
33580;Tampere;627.33;45
70150;Kuopio;670;58
00410;Helsinki;895;57.5
70820;Kuopio;643;46.5
60100;Seinäjoki;890;70
28300;Pori;890;70
20540;Turku;1030;116
02760;Espoo;939.08;60
00930;Helsinki;1181;76
02120;Espoo;880;46
15170;Lahti;850;92.5
90530;Oulu;590.22;58.5
27100;Eurajoki;837;65
02320;Espoo;885;62
20500;Turku;800;61.5
60510;Seinäjoki;590;58.5
02210;Espoo;820;56
90120;Oulu;721;54
90120;Oulu;637;46
01380;Vantaa;1365;96
05810;Hyvinkää;888.77;70
04430;Järvenpää;720.8;54
02460;Kirkkonummi;501.73;47
33250;Tampere;815;63
01370;Vantaa;759.62;45
13100;Hämeenlinna;710;53
67100;Kokkola;410;35
37100;Nokia;570;56
90530;Oulu;570;56
21600;Parainen;890;98
00810;Helsinki;857.48;55.5
37120;Nokia;620;44.5
40640;Jyväskylä;780;70.5
33720;Tampere;699;61.5
01300;Vantaa;900;57
33720;Tampere;719;54
20810;Turku;787;60.5
15100;Lahti;661.37;48.5
04320;Tuusula;1190;99
02360;Espoo;1550;112
02360;Espoo;1075;80
65350;Vaasa;390;32.5
01600;Vantaa;1260;87.5
02650;Espoo;899.33;57
65100;Vaasa;980;79
02320;Espoo;860;60
00700;Helsinki;1080;70
33880;Lempäälä;580;57.5
02230;Espoo;899;57
33720;Tampere;875;69
40270;Jyväskylä;990;80
65280;Vaasa;550;45
90550;Oulu;500;47
33410;Tampere;595;59.5
40270;Jyväskylä;937.53;75
90530;Oulu;650;47.5
00360;Helsinki;830;53.8
20100;Turku;723;54.5
02940;Espoo;910;58
33710;Tampere;1031;84
65230;Vaasa;886.9;98
20610;Turku;780;60
23500;Uusikaupunki;750;80
13500;Hämeenlinna;679;59.5
33310;Tampere;719.49;76
33560;Tampere;784.91;60.5
44100;Äänekoski;560;55
00910;Helsinki;1450;94
04430;Järvenpää;591.6;42
30100;Forssa;370;30
28100;Pori;370;30
28130;Pori;370;30
00910;Helsinki;1450;94
70420;Kuopio;852.3;67
13100;Hämeenlinna;742.7;56.5
90250;Oulu;609;61.5
53850;Lappeenranta;590;59
05880;Hyvinkää;700;73.5
04220;Kerava;825.12;90
40100;Jyväskylä;982.48;79.5
40520;Jyväskylä;586;41.5
33710;Tampere;1143.81;95
15140;Lahti;810;63
90550;Oulu;400;34
60100;Seinäjoki;540;52.5
02230;Espoo;1090;73.5
01600;Vantaa;1090;73.5
28660;Pori;1200;118
60320;Seinäjoki;455;29
65100;Vaasa;882;70
33900;Tampere;882;70
02770;Espoo;942;61
33100;Tampere;943.8;76
20540;Turku;829;65
90120;Oulu;891;99
02760;Espoo;935.43;60.5
90440;Kempele;600;43
02320;Espoo;1090;82
40100;Jyväskylä;730;55.5
20540;Turku;698.73;52.5
20700;Turku;605;43.5
33720;Tampere;870;69
80220;Joensuu;690;72.5
33470;Ylöjärvi;480;37.5
20810;Turku;610;44
20540;Turku;682.73;51
13200;Hämeenlinna;760.68;58.5
90500;Oulu;550;54
13600;Hämeenlinna;814;75
33710;Tampere;745;57
11130;Riihimäki;720;76.5
38700;Kankaanpää;720;76.5
33720;Tampere;720;76.5
13500;Hämeenlinna;720;76.5
90150;Oulu;565;56
05880;Hyvinkää;677.06;50.5
33580;Tampere;890;71
33720;Tampere;610;62
53100;Lappeenranta;980;111
60100;Seinäjoki;640;66
60100;Seinäjoki;630;46
20100;Turku;739;56.5
53100;Lappeenranta;744.18;57
04430;Järvenpää;578;41
33720;Tampere;770;59.5
20100;Turku;505.23;34
00810;Helsinki;1218.5;79
02760;Espoo;800;55
01450;Vantaa;640;35.5
13200;Hämeenlinna;759.35;58.5
90400;Oulu;640;47
08700;Lohja;549;54
40100;Jyväskylä;904.5;72.5
24260;Salo;515;49.5
08200;Lohja;920;74
02750;Espoo;909.4;58.5
65100;Vaasa;821.35;76
02320;Espoo;1087;82
40520;Jyväskylä;686.47;51.5
13250;Hämeenlinna;711;75.5
90570;Oulu;510;41
00370;Helsinki;999;65
40500;Jyväskylä;847;67
33720;Tampere;712;54
95430;Tornio;590;59.5
45100;Kouvola;940;76
20500;Turku;706.58;53.5
33180;Tampere;950;77
15500;Lahti;650;67.5
90500;Oulu;714;76
20320;Turku;773.56;60
33900;Tampere;877;70
