postal_code;municipality;rent;size
33870;Tampere;675;50.5
60100;Seinäjoki;642.1;66.5
94100;Kemi;627;64.5
02230;Espoo;890;57
00740;Helsinki;999;65
04430;Järvenpää;571.2;40.5
20610;Turku;702;74.5
15320;Lahti;540;37.5
33720;Tampere;803.9;63
20810;Turku;690;52
20810;Turku;690;52
02600;Espoo;1123.38;77
20320;Turku;721;55
01280;Vantaa;907;58.5
02700;Kauniainen;1222;95
15700;Lahti;726;55.5
15700;Lahti;726;55.5
90570;Oulu;420;31
00980;Helsinki;945;61.5
02650;Espoo;1146;79
20360;Turku;690;73
05830;Hyvinkää;823.82;65
33870;Tampere;710;54
00930;Helsinki;1065;69.5
20810;Turku;596;43
28100;Pori;720;55
94100;Kemi;875;70
94100;Kemi;310;22.5
35300;Orivesi;712;76
20610;Turku;712;76
04430;Järvenpää;931.6;75.5
00700;Helsinki;956;62.5
55100;Imatra;370;30.5
15140;Lahti;947;77
60100;Seinäjoki;730;56
90120;Oulu;1107;92.5
60550;Seinäjoki;1260;149
00420;Helsinki;1093;71.5
00520;Helsinki;1137;74.5
37560;Lempäälä;1050;87
70700;Kuopio;714.18;54.5
33720;Tampere;700;74.5
20740;Turku;715;76.5
20100;Turku;750;58
00760;Helsinki;1159;76
40520;Jyväskylä;873.36;70
00930;Helsinki;907;59.5
20320;Turku;945.39;77
26100;Rauma;673;71
33710;Tampere;708;54
14700;Hämeenlinna;358;29
40520;Jyväskylä;945;77
02620;Espoo;822;51.5
33250;Tampere;780;61
33710;Tampere;713;54.5
02650;Espoo;886;57
02230;Espoo;1043;70.5
02460;Kirkkonummi;567.64;57
90560;Oulu;680;72
42700;Keuruu;680;72
90530;Oulu;560;56
40100;Jyväskylä;934;76
00400;Helsinki;1033;68.5
40500;Jyväskylä;470;44
04250;Kerava;1036.8;86
60100;Seinäjoki;630;46.5
90530;Oulu;630;46.5
20810;Turku;630;46.5
00930;Helsinki;1058;70.5
00420;Helsinki;1170;78
20100;Turku;676;51
01350;Vantaa;989.24;66
04250;Kerava;701.51;53.5
02130;Espoo;1191.87;70
02280;Espoo;704;41.5
00370;Helsinki;899;60
33710;Tampere;912;74
90120;Oulu;670.3;50.5
90570;Oulu;675;71.5
38700;Kankaanpää;600;61.5
02110;Espoo;950;52.5
94100;Kemi;525;51.5
01280;Vantaa;918;60
20900;Turku;947;77.5
20740;Turku;495;47.5
20780;Kaarina;982.83;81
90450;Kempele;790;87
33310;Tampere;690;52.5
40100;Jyväskylä;910.54;74
04430;Järvenpää;874.48;70.5
40100;Jyväskylä;895;72.5
12400;Janakkala;420;37.5
00370;Helsinki;859;57.5
33710;Tampere;1013;84
33710;Tampere;1013;84
33710;Tampere;705;54
00370;Helsinki;879;59
28130;Pori;655;69
33250;Tampere;910;74
40100;Jyväskylä;868.94;70
40250;Jyväskylä;827.79;66
20810;Turku;915;74.5
40520;Jyväskylä;930.31;76
33540;Tampere;920;75
40520;Jyväskylä;725.04;56
65230;Vaasa;580;59
02230;Espoo;812;51
11910;Riihimäki;735;57
02620;Espoo;783;48.5
20100;Turku;776;61
15500;Lahti;550;55
67400;Kokkola;550;55
13500;Hämeenlinna;636;56
02600;Espoo;1200;84.5
01300;Vantaa;948;70
90100;Oulu;622;46
33310;Tampere;520;51
11130;Riihimäki;759.96;59.5
01280;Vantaa;898;58.5
20810;Turku;928.86;76
15860;Hollola;980;81
94100;Kemi;560;40
15880;Hollola;626.56;46.5
90440;Kempele;430;39
20500;Turku;570;41
53920;Lappeenranta;765;84
20540;Turku;918;75
00420;Helsinki;1060.9;71.5
40620;Jyväskylä;923;75.5
40340;Jyväskylä;735;80
24240;Salo;534;53
33820;Tampere;560;56.5
20900;Turku;1122;95
26100;Rauma;590;43
24260;Salo;582;59.5
24260;Salo;582;59.5
00950;Helsinki;1038;70
15140;Lahti;896.38;73
33100;Tampere;927;76
33100;Tampere;927;76
33100;Tampere;927;76
90530;Oulu;589;60.5
40520;Jyväskylä;712;55
40520;Jyväskylä;712;55
60320;Seinäjoki;620;46
60320;Seinäjoki;620;46
00750;Helsinki;1147;77.5
02650;Espoo;1080;74.5
37600;Valkeakoski;455;42.5
37100;Nokia;870;70.5
01600;Vantaa;1230;87.5
40630;Jyväskylä;570;58
01360;Vantaa;797;50
90580;Oulu;362;30
02780;Espoo;1185;93
13210;Hämeenlinna;742;58
90100;Oulu;650;49
24260;Salo;451;42
90520;Oulu;480;38.5
90530;Oulu;604;44.5
90250;Oulu;540;54
02320;Espoo;1263;100.5
53850;Lappeenranta;640;67.5
90560;Oulu;510;50
02130;Espoo;1181.61;70
20810;Turku;680;52
70150;Kuopio;580;50
40100;Jyväskylä;848;68.5
38700;Kankaanpää;380;32.5
02320;Espoo;1250;89.5
20320;Turku;565;57.5
40100;Jyväskylä;933.77;77
02610;Espoo;818;52
02610;Espoo;818;52
28100;Pori;850;96
15240;Lahti;650;69
28130;Pori;650;69
25360;Salo;450;42
21500;Kaarina;350;28.5
00750;Helsinki;1175;79.5
02600;Espoo;2950;200
15700;Lahti;856.96;69.5
33720;Tampere;720;78.5
40100;Jyväskylä;923;76
15700;Lahti;795.73;63.5
90420;Oulu;470;31.5
90500;Oulu;531;44.5
02940;Espoo;1035;79
24240;Salo;531;53
00940;Helsinki;1122;76
96100;Rovaniemi;536;38
01230;Vantaa;1300;94
48100;Kotka;724.19;56.5
48100;Kotka;724.19;56.5
20740;Turku;597;44
24260;Salo;579;59.5
40250;Jyväskylä;602;44.5
40520;Jyväskylä;897;73.5
01370;Vantaa;1018;69.5
33270;Tampere;830.59;67
20100;Turku;560;57
20810;Turku;820;66
20320;Turku;708;55
95400;Tornio;840;68
33560;Tampere;906;74.5
95430;Tornio;700;76
11130;Riihimäki;700;76
24260;Salo;578;59.5
33270;Tampere;900.55;74
00240;Helsinki;1290;87.5
00660;Helsinki;1650;112
24100;Salo;500;49
80160;Joensuu;725;79.5
80160;Joensuu;725;79.5
01350;Vantaa;958;64.5
70820;Kuopio;930;77
21110;Naantali;690;63
20100;Turku;950;79
40520;Jyväskylä;970;81
60100;Seinäjoki;620;46.5
00840;Helsinki;999;68
20210;Turku;562;57.5
02770;Espoo;768;48
20540;Turku;959.32;80
60100;Seinäjoki;630;47.5
20540;Turku;959.31;80
14200;Janakkala;510;50.5
33400;Tampere;918;76
02650;Espoo;1059;73.5
97140;Rovaniemi;635;67.5
20100;Turku;720.5;56.5
90510;Oulu;680;52.5
33270;Tampere;735.67;58
00370;Helsinki;1091;74.5
90530;Oulu;614;46
15700;Lahti;705;55
67100;Kokkola;710;55.5
35100;Orivesi;550;56
35100;Orivesi;550;56
90500;Oulu;550;56
20540;Turku;629;47.5
33960;Pirkkala;856.56;70
24240;Salo;399;35.5
24240;Salo;399;35.5
05830;Hyvinkää;750;59.5
20610;Turku;590;61.5
40100;Jyväskylä;886.12;73
20500;Turku;562.69;41
65100;Vaasa;577.83;42.5
33820;Tampere;724.34;57
02100;Espoo;924;69
53920;Lappeenranta;395;35
40520;Jyväskylä;961.51;80.5
02100;Espoo;900;50
02100;Espoo;903;67
02750;Espoo;1068;74.5
02760;Espoo;925.28;62
33710;Tampere;739;58.5
02360;Espoo;1450;108
20780;Kaarina;571;59
02770;Espoo;868;57
40100;Jyväskylä;880.18;72.5
45160;Kouvola;380;33
33470;Ylöjärvi;1087;93
20300;Turku;769;61.5
37100;Nokia;960.74;80.5
20320;Turku;834.48;68
20320;Turku;834.48;68
20360;Turku;589;61.5
02230;Espoo;845;61.5
90530;Oulu;597;44.5
48400;Kotka;354;29.5
00370;Helsinki;927;63.5
16900;Hämeenlinna;642.93;58
96100;Rovaniemi;673;73
96100;Rovaniemi;673;73
24260;Salo;695;76
67100;Kokkola;750;83.5
70420;Kuopio;980;82.5
33270;Tampere;894.27;74
00200;Helsinki;700;48
37130;Nokia;562.77;58
08680;Lohja;724;80
21530;Paimio;690;63.5
37100;Nokia;350;29
65200;Vaasa;750.3;70.5
20900;Turku;1095;94
00820;Helsinki;1250;86
33920;Pirkkala;940;92.5
45150;Kouvola;390;34.5
00350;Helsinki;767;53
15110;Lahti;610.84;46
15110;Lahti;610.84;46
40520;Jyväskylä;912.75;76
90560;Oulu;565.49;58.5
13500;Hämeenlinna;947.78;79.5
00430;Helsinki;881;61
90570;Oulu;430;33.5
53850;Lappeenranta;762;72
24260;Salo;572.36;59.5
13200;Hämeenlinna;776.18;62.5
94100;Kemi;510;51
40340;Jyväskylä;722;80
96300;Rovaniemi;630;48
24260;Salo;572;59.5
24260;Salo;572;59.5
78200;Varkaus;360;30.5
90530;Oulu;645;49.5
45100;Kouvola;520;44
26200;Rauma;650;50
60200;Seinäjoki;690;54
65350;Vaasa;659.45;71.5
15500;Lahti;557;57.5
33710;Tampere;790;64
90230;Oulu;769.9;62
02230;Espoo;795;51
60100;Seinäjoki;575;60
33720;Tampere;779.74;63
94100;Kemi;850;70
94100;Kemi;875;72.5
33270;Tampere;899.84;75
70100;Kuopio;970;82
90250;Oulu;695;76.5
70820;Kuopio;995;84.5
20540;Turku;949.68;80
20100;Turku;713.94;56.5
40100;Jyväskylä;1004.77;85.5
65200;Vaasa;608.97;54.5
70460;Kuopio;720;80
33270;Tampere;858.7;71
90580;Oulu;410;37.5
01370;Vantaa;1020;71
90530;Oulu;593;44.5
57230;Savonlinna;450;43
00810;Helsinki;1103.13;76.5
10410;Raasepori;490;48.5
40250;Jyväskylä;612.79;46.5
60550;Seinäjoki;610;65
65350;Vaasa;631.43;68
05880;Hyvinkää;892.43;74.5
26100;Rauma;4500;435
20700;Turku;632.18;48.5
24260;Salo;544;56
90120;Oulu;567.05;42
90650;Oulu;552;40.5
90230;Oulu;652;50.5
33330;Tampere;912;76.5
01450;Vantaa;930;70.5
15880;Hollola;716.86;57
30100;Forssa;500;50
24260;Salo;569;59.5
24260;Salo;569;59.5
24260;Salo;569;59.5
24260;Salo;569;59.5
02750;Espoo;1022.96;71.5
33100;Tampere;851.11;70.5
15140;Lahti;1115.73;97
40250;Jyväskylä;810.76;66.5
33340;Tampere;804.29;92
37630;Valkeakoski;550;57
60320;Seinäjoki;970;82.5
20320;Turku;890.13;74.5
90570;Oulu;470;46
78300;Varkaus;691.38;76.5
33710;Tampere;895;75
33720;Tampere;820;79.5
90120;Oulu;800;65.5
40250;Jyväskylä;645.04;50
33470;Ylöjärvi;655;51
20810;Turku;625;48
90100;Oulu;600;45.5
90530;Oulu;600;45.5
01450;Vantaa;1150;83
90530;Oulu;590;44.5
40250;Jyväskylä;779.41;63.5
20750;Turku;560;58.5
33100;Tampere;704.46;56
20210;Turku;683;75.5
20740;Turku;480;47.5
33100;Tampere;684.15;54
90500;Oulu;690;76.5
65100;Vaasa;853.35;71
70820;Kuopio;873.15;73
13700;Hattula;650;71
02770;Espoo;1019;71.5
40100;Jyväskylä;882.79;74
53560;Lappeenranta;1200;147
95400;Tornio;950;95
90500;Oulu;570;60
00980;Helsinki;1117;78
40250;Jyväskylä;1131.13;99
15140;Lahti;792.61;65
37560;Lempäälä;693;55
57210;Savonlinna;558.74;58.5
02100;Espoo;639;42.5
42700;Keuruu;490;49
00980;Helsinki;1093;76.5
20210;Turku;667;73.5
03100;Vihti;1100;96
20700;Turku;772;63
33270;Tampere;722.27;58
00800;Helsinki;1082.43;76
01300;Vantaa;983;68.5
37100;Nokia;540;56
37100;Nokia;540;56
40530;Jyväskylä;846;70.5
10960;Hanko;800;92
40520;Jyväskylä;637.4;49.5
20750;Turku;558;58.5
40530;Jyväskylä;692;55
40530;Jyväskylä;692;55
02650;Espoo;994;69.5
90250;Oulu;706;79
40320;Jyväskylä;796.12;65.5
40320;Jyväskylä;796.12;65.5
33900;Tampere;691.77;55
24240;Salo;565;59.5
21500;Kaarina;370;32.5
24260;Salo;684;76
24260;Salo;684;76
00740;Helsinki;1600;113
80260;Joensuu;890;75
90530;Oulu;850;71
40250;Jyväskylä;805.32;66.5
90520;Oulu;587;44.5
33710;Tampere;830;69
33880;Lempäälä;770;88
33410;Tampere;550;57.5
53950;Lappeenranta;646.39;50.5
33270;Tampere;894.27;75.5
02780;Espoo;510;30
90560;Oulu;640;70
26100;Rauma;750;61
04600;Mäntsälä;750;61
24260;Salo;564;59.5
33470;Ylöjärvi;690;77
28100;Pori;640;59
20210;Turku;798;92
78300;Varkaus;549.19;57.5
48350;Kotka;650;71.5
01370;Vantaa;767.28;49.5
40250;Jyväskylä;714.64;57.5
90250;Oulu;693;77.5
00800;Helsinki;1236.31;87.5
35300;Orivesi;545;57
51200;Kangasniemi;550;48.5
20540;Turku;906.76;77
40520;Jyväskylä;877.01;74
24260;Salo;570;60.5
76100;Pieksämäki;365;32
40520;Jyväskylä;941.14;80.5
33580;Tampere;926.25;79
60220;Seinäjoki;595;45.5
67200;Kokkola;702.91;79
20740;Turku;590;45
60200;Seinäjoki;669;53
60200;Seinäjoki;570;43
60200;Seinäjoki;570;43
20100;Turku;817;68
90410;Oulu;733;59.5
15500;Lahti;530;55
20740;Turku;530;55
39700;Parkano;300;23
37120;Nokia;673.57;53.5
60150;Seinäjoki;555;58.5
20610;Turku;555;58.5
57130;Savonlinna;950;81.5
90530;Oulu;614;47.5
20210;Turku;684;76.5
02320;Espoo;989;77.5
24260;Salo;569;60.5
44100;Äänekoski;350;30
90530;Oulu;638.45;50
40100;Jyväskylä;875.32;74
01400;Vantaa;1300;97.5
48350;Kotka;576;61.5
00900;Helsinki;890;63
00980;Helsinki;1049.48;74.5
20540;Turku;539.54;40
40100;Jyväskylä;875;74
01280;Vantaa;1021;72.5
40520;Jyväskylä;870;73.5
76100;Pieksämäki;450;44
02280;Espoo;803;53
60100;Seinäjoki;686.96;55
55610;Imatra;561;59.5
33270;Tampere;913.5;78
90530;Oulu;550;58
90100;Oulu;550;58
15100;Lahti;913;78
90650;Oulu;706;57
40250;Jyväskylä;666.54;53
20700;Turku;765;63
15140;Lahti;784.55;65
96400;Rovaniemi;700;79
37500;Lempäälä;750;72.5
01400;Vantaa;863;58.5
65380;Vaasa;560.14;59.5
28600;Pori;850;100
94100;Kemi;560;59.5
94100;Kemi;560;59.5
24260;Salo;560;59.5
53900;Lappeenranta;897;76.5
33270;Tampere;714.97;58
35100;Orivesi;685;77
01630;Vantaa;790;52
33720;Tampere;754.2;62
02610;Espoo;862;58.5
96100;Rovaniemi;572;43.5
40520;Jyväskylä;935.71;80.5
40520;Jyväskylä;576.8;44
70700;Kuopio;871.65;74
01600;Vantaa;856;58
20240;Turku;960;83
33410;Tampere;545;57.5
38200;Sastamala;555.65;59
15140;Lahti;778;64.5
20240;Turku;770;89
26660;Rauma;820;96
24260;Salo;559;59.5
33720;Tampere;1165.09;104
40250;Jyväskylä;571.11;43.5
01520;Vantaa;782.75;51.5
26100;Rauma;662;74
21110;Naantali;562.04;60
35100;Orivesi;562;60
26660;Rauma;644;71.5
20810;Turku;924;79.5
65100;Vaasa;673.8;54
33850;Tampere;732.87;84
20810;Turku;977.36;85
96100;Rovaniemi;639;50.5
15100;Lahti;737;60.5
20100;Turku;697.77;56.5
40530;Jyväskylä;835;70.5
90570;Oulu;650;61
90570;Oulu;650;61
90420;Oulu;580;44.5
53100;Lappeenranta;820;69
28100;Pori;604;66
01370;Vantaa;919.8;64
20740;Turku;700;79.5
26100;Rauma;529;55.5
90220;Oulu;675;76
90220;Oulu;675;76
02780;Espoo;1200;75
15140;Lahti;932;80.5
40500;Jyväskylä;883;75.5
02750;Espoo;1057.46;76.5
11130;Riihimäki;550;58.5
40340;Jyväskylä;550;58.5
62300;Kauhava;760;88
20810;Turku;858;73
90120;Oulu;637.61;50.5
90480;Hailuoto;875;88
35300;Orivesi;525;39
90530;Oulu;657;52.5
12600;Loppi;720;82.5
60320;Seinäjoki;950;82.5
03100;Vihti;730;60
33720;Tampere;510;37.5
40520;Jyväskylä;935;81
90580;Oulu;350;30.5
15610;Lahti;768.6;64
28130;Pori;595;65
40340;Jyväskylä;595;65
33310;Tampere;673.13;76
28800;Pori;460;46
20400;Turku;983;86
65610;Mustasaari;1100;98
04200;Kerava;729;60
80400;Liperi;850;72.4
30100;Forssa;630;70
90530;Oulu;475;34
33710;Tampere;714;58.5
20810;Turku;1070.1;95
02620;Espoo;1015;73
02620;Espoo;1015;73
28100;Pori;470;47.5
95400;Tornio;555.1;59.5
95400;Tornio;555.1;59.5
65100;Vaasa;669.81;54
20610;Turku;835;99
07510;Askola;700;80
51200;Kangasniemi;450;37.5
20700;Turku;757;63
20700;Turku;562;43
35100;Orivesi;558;60
55610;Imatra;558;60
01600;Vantaa;749.42;49
33900;Tampere;820;69.5
60100;Seinäjoki;650;61.5
90650;Oulu;698;57
00420;Helsinki;1049;74.5
02760;Espoo;1134;84
33100;Tampere;873.08;75
20320;Turku;527.41;39.5
40520;Jyväskylä;780.35;65.5
02320;Espoo;795;59.5
96200;Rovaniemi;529;56
02320;Espoo;750;55
60100;Seinäjoki;780;91.5
33100;Tampere;765.25;64
33100;Tampere;765.25;64
40320;Jyväskylä;633.6;50.5
35300;Orivesi;539;57.5
35300;Orivesi;539;57.5
20750;Turku;546;58.5
26100;Rauma;599;66
40520;Jyväskylä;924.82;80.5
90520;Oulu;575;44.5
90420;Oulu;575;44.5
37120;Nokia;560;60.5
90500;Oulu;560;60.5
33270;Tampere;706.11;58
20810;Turku;740;61.5
13100;Hämeenlinna;842;72
38200;Sastamala;655.27;74
01400;Vantaa;1175;88
90220;Oulu;648;73
20810;Turku;967.85;85
60150;Seinäjoki;560;43
00370;Helsinki;1093;78
21210;Raisio;390;36.5
20360;Turku;690;79
38700;Kankaanpää;450;45
60100;Seinäjoki;605.24;67
14700;Hämeenlinna;959.62;99
13500;Hämeenlinna;584;64
33310;Tampere;700.3;80.5
90440;Kempele;1000;123
02610;Espoo;1009;73
40520;Jyväskylä;835.63;71.5
34140;Ylöjärvi;520;55
20740;Turku;520;55
10300;Raasepori;950;116
33720;Tampere;656;53
20810;Turku;757.7;63.5
53300;Lappeenranta;714;59
33950;Pirkkala;1023.88;91
20540;Turku;723.43;60
96300;Rovaniemi;549;42
30420;Forssa;590;65
26100;Rauma;590;65
02610;Espoo;1024;74.5
70280;Kuopio;660;75
70280;Kuopio;660;75
15300;Lahti;498;52
02750;Espoo;902.77;63.5
90570;Oulu;795;79.5
20360;Turku;540;58
02360;Espoo;815;62
15140;Lahti;582;45.5
24100;Salo;659.32;53.5
45100;Kouvola;698;57.5
37600;Valkeakoski;800;95
15140;Lahti;780;66
20810;Turku;630;50.5
65100;Vaasa;837.66;72
70780;Kuopio;680;78
02620;Espoo;1027;75
78870;Varkaus;360;32.5
33720;Tampere;895;78
40320;Jyväskylä;774.16;65.5
90550;Oulu;610;48.5
02740;Espoo;1370;106.5
92100;Raahe;725;84.5
40520;Jyväskylä;1068.53;96
90510;Oulu;658;53.5
33340;Tampere;640;61
38200;Sastamala;531.69;57
95400;Tornio;472;48.5
60150;Seinäjoki;600;47.5
26100;Rauma;700;81
65320;Vaasa;460;33
15880;Hollola;691.53;57
37500;Lempäälä;595;47
33330;Tampere;812;69.5
40950;Muurame;570;62.5
20520;Turku;783;66.5
65280;Vaasa;590;55
40250;Jyväskylä;614.04;49
24100;Salo;589.93;46.5
70260;Kuopio;985.27;87.5
00350;Helsinki;1107;79
33900;Tampere;720;60
00700;Helsinki;966;69
33900;Tampere;893.47;78
40400;Jyväskylä;671.66;55
90440;Kempele;1250;115
90650;Oulu;503;53
13500;Hämeenlinna;445;31.5
10900;Hanko;650;74
20360;Turku;999;89
60200;Seinäjoki;575;45
40250;Jyväskylä;651.88;53
20700;Turku;748;63
20700;Turku;748;63
20610;Turku;541;58.5
90650;Oulu;690;57
90650;Oulu;690;57
20320;Turku;1046;94
02780;Espoo;1006.78;73.5
20700;Turku;786;67
40400;Jyväskylä;886.85;77.5
33100;Tampere;600;67
60100;Seinäjoki;495;52
90500;Oulu;495;52
94100;Kemi;355;32
37550;Lempäälä;833.39;72
02100;Espoo;963;77.5
00850;Helsinki;791;56.5
20540;Turku;910;80
20750;Turku;540;58.5
20780;Kaarina;535;41
78300;Varkaus;665.55;76.5
20810;Turku;530;48
65280;Vaasa;760.53;76
20810;Turku;650;53
70420;Kuopio;651.35;74.5
40320;Jyväskylä;625.92;50.5
01280;Vantaa;1090;90.5
33720;Tampere;890;78
30100;Forssa;550;60
28120;Pori;550;60
28120;Pori;550;60
20750;Turku;529;57
53100;Lappeenranta;741;62.5
31300;Tammela;480;50
62100;Lapua;480;50
33710;Tampere;630;71.5
70800;Kuopio;768;77
11910;Riihimäki;1009.3;90.5
15140;Lahti;560;61.5
67800;Kokkola;560;61.5
20900;Turku;1580;150
01510;Vantaa;944;68
99130;Kittilä;726;61
00380;Helsinki;1049;75
12400;Janakkala;860;75
60100;Seinäjoki;649;53
44200;Äänekoski;720;84.5
90530;Oulu;668;55
02100;Espoo;790;45
37100;Nokia;765.12;91
90570;Oulu;602.77;57
78300;Varkaus;531.47;57.5
02280;Espoo;748;50
90650;Oulu;500;53
15100;Lahti;888;78
78300;Varkaus;531.3;57.5
60510;Seinäjoki;610;49
20750;Turku;791;80
30100;Forssa;430;43
38210;Sastamala;595.61;66.8
55510;Imatra;395;38
57230;Savonlinna;475;49.5
40520;Jyväskylä;676.3;56
33720;Tampere;485.38;51
80140;Joensuu;848.37;74
24240;Salo;701;82
30100;Forssa;360;33
40340;Jyväskylä;360;33
36200;Kangasala;520;56
65370;Vaasa;600;67.5
20810;Turku;1048.7;95
20610;Turku;862.19;75.5
20780;Kaarina;690;57.5
20240;Turku;617;70
40250;Jyväskylä;608.65;49
60100;Seinäjoki;530;57.5
65100;Vaasa;656.32;54
33960;Pirkkala;650;63
81100;Kontiolahti;680;56.5
38210;Sastamala;508.94;54.5
33720;Tampere;899.7;79.5
00980;Helsinki;1377.84;99
55120;Imatra;700;82
48200;Kotka;396;32
02620;Espoo;1010;74.5
02620;Espoo;1010;74.5
28130;Pori;547;60
40400;Jyväskylä;880.33;77.5
24100;Salo;584.24;46.5
33720;Tampere;885;78
33720;Tampere;885;78
02210;Espoo;1980;182
02770;Espoo;1047.18;78
38210;Sastamala;490.5;51.9
01300;Vantaa;950;69
33720;Tampere;829.37;85
33580;Tampere;698.49;58.5
20900;Turku;1190;110
90240;Oulu;560;44
90420;Oulu;455;33
00710;Helsinki;1113;80
00810;Helsinki;1425;103
65370;Vaasa;671.24;78
96300;Rovaniemi;636;52
40520;Jyväskylä;674.14;56
40520;Jyväskylä;674.14;56
20700;Turku;779;67
01620;Vantaa;740;55.5
20100;Turku;812.29;70.5
14700;Hämeenlinna;681.39;79.5
57230;Savonlinna;560;62
61800;Kauhajoki;560;62
35300;Orivesi;501;53.5
40250;Jyväskylä;793.04;68.5
01510;Vantaa;938;68
26200;Rauma;650;75
33470;Ylöjärvi;650;75
33470;Ylöjärvi;650;75
40820;Jyväskylä;820;84
90440;Kempele;740;88
40520;Jyväskylä;740;63
21200;Raisio;687.54;57.5
30100;Forssa;444.99;45.5
01700;Vantaa;980;72
20610;Turku;580;65
28450;Ulvila;580;65
20810;Turku;930;83
15140;Lahti;806.09;70
40530;Jyväskylä;901;80
15560;Nastola;680;79.5
65100;Vaasa;1029.45;93.5
20810;Turku;939;84
28370;Pori;545;60
90530;Oulu;482.19;36
18100;Heinola;455;47
90440;Kempele;900;94
65100;Vaasa;667.59;55.5
26100;Rauma;513.61;55.5
90250;Oulu;905;80.5
20610;Turku;510;55
61800;Kauhajoki;510;55
67200;Kokkola;724.25;86
60100;Seinäjoki;804.96;70
01400;Vantaa;1032;77
01400;Vantaa;1032;77
21100;Naantali;900;80
20610;Turku;655;76
90230;Oulu;576.72;46
31600;Jokioinen;375;35.5
01280;Vantaa;1080;81.5
37120;Nokia;932.85;83.5
60100;Seinäjoki;520;56.5
40500;Jyväskylä;1027.61;93.5
20750;Turku;658;76.5
30100;Forssa;620;71
70260;Kuopio;818.37;71.5
20740;Turku;646;63
33720;Tampere;880;78
21200;Raisio;657.78;76.5
20740;Turku;650;63.5
20750;Turku;530;58
02360;Espoo;795;61.5
40400;Jyväskylä;874.89;77.5
36220;Kangasala;440;45
90580;Oulu;440;45
95400;Tornio;653.88;76
28100;Pori;680;57
20610;Turku;533;58.5
40250;Jyväskylä;527.97;41
40340;Jyväskylä;650;75.5
91800;Tyrnävä;550;61
60120;Seinäjoki;580;55
10650;Raasepori;370.6;35
24100;Salo;646.33;53.5
40320;Jyväskylä;802.71;70
00980;Helsinki;850;61.5
20240;Turku;529;58
20240;Turku;529;58
02940;Espoo;1200;93
65100;Vaasa;920.76;82.5
90100;Oulu;840;74
90230;Oulu;569.96;45.5
57200;Savonlinna;570;64
96100;Rovaniemi;835;73.5
24260;Salo;563;63
24260;Salo;563;63
28130;Pori;680;80
28100;Pori;680;80
70820;Kuopio;709;71
51420;Mikkeli;528.47;58
62300;Kauhava;370;35
02580;Siuntio;3390;343.5
38200;Sastamala;781.55;80
67100;Kokkola;966.76;87.5
67100;Kokkola;734.92;63
53650;Lappeenranta;672.6;79
90650;Oulu;848;75
94100;Kemi;490;52.5
20240;Turku;679;80
20240;Turku;679;80
95420;Tornio;810;71
40420;Jyväskylä;980;89
12500;Janakkala;335;30
33960;Pirkkala;699;83
20320;Turku;1026.16;94
33720;Tampere;875;78
00390;Helsinki;850;62
96440;Rovaniemi;472;50
49700;Miehikkälä;465;49
40520;Jyväskylä;888.63;79.5
37500;Lempäälä;530;41.5
94400;Keminmaa;530;58.5
20750;Turku;530;58.5
11130;Riihimäki;530;58.5
20360;Turku;978;89
26820;Rauma;650;76
26200;Rauma;650;76
13720;Hattula;860;76.5
20750;Turku;884;93
90250;Oulu;540;60
90250;Oulu;540;60
90250;Oulu;540;60
32800;Kokemäki;300;25
20540;Turku;1015;93
10320;Raasepori;550;61.5
90250;Oulu;550;61.5
48100;Kotka;656.54;55
65320;Vaasa;1028.67;94.5
48100;Kotka;840;74.5
20810;Turku;929.25;84
94700;Kemi;690;82
71800;Siilinjärvi;950;120
33710;Tampere;994.86;91
65280;Vaasa;590;48
37120;Nokia;750;65
78250;Varkaus;494.5;53.5
33470;Ylöjärvi;843.88;75
02650;Espoo;830;59
80260;Joensuu;824.86;73
01390;Vantaa;1600;131.5
90570;Oulu;535;59.5
79700;Heinävesi;470;50
14700;Hämeenlinna;565.67;64
90570;Oulu;575;46.5
02740;Espoo;1100;84.5
20610;Turku;610;70.5
38700;Kankaanpää;340;31
96100;Rovaniemi;696.8;59.5
40100;Jyväskylä;833;74
20540;Turku;767;67
15880;Hollola;912.44;82.5
01300;Vantaa;820;65
90250;Oulu;640;75
90250;Oulu;640;75
90250;Oulu;640;75
37120;Nokia;733.75;63.5
20210;Turku;674;80
11130;Riihimäki;650;76.5
10900;Hanko;650;76.5
20750;Turku;650;76.5
65100;Vaasa;1155.75;108.5
33900;Tampere;996.13;91.5
95400;Tornio;780;68.5
12400;Janakkala;520;57.5
00820;Helsinki;1160;85.5
20810;Turku;850;76
90240;Oulu;550;44
21530;Paimio;680;81
70460;Kuopio;680;81
95400;Tornio;803;71
01370;Vantaa;959.06;71.5
90530;Oulu;605.99;50
96100;Rovaniemi;676;57.5
94100;Kemi;591.7;48.5
60100;Seinäjoki;550;62
26100;Rauma;475;51
40100;Jyväskylä;835;74.5
11130;Riihimäki;572.65;55
19650;Joutsa;420;36
20320;Turku;647.15;54.5
01360;Vantaa;745;57.5
78300;Varkaus;522;58
78300;Varkaus;522;58
90420;Oulu;1250;119
90570;Oulu;588;57
04400;Järvenpää;600;58.5
20610;Turku;525;58.5
00420;Helsinki;970;71.5
37100;Nokia;520;41
90650;Oulu;630;74
90650;Oulu;630;74
90650;Oulu;630;74
28130;Pori;633.25;74.5
20240;Turku;395;33
15500;Lahti;650;77
